id,company_id,formula_number,name,bag_id,markup_id,distrib1_markup,distrib2_markup,retail_list_markup,notes
1712,1,"9-WS50","Walnut Shell  12/20 50#",8,4,0,0,0,
1713,1,"3-53810-50","SANTOS PREMIUM SCRATCH  50#",6,8,0,0,0,
1716,1,"5-49100-50","VICTORIA'S CONDITIONING 50#",17,10,0,0,0,
1719,1,"5-49090-50","Delta Speed Mix 50#",8,9,0,0,0,
1721,1,"7-41220","PREMIUM BIRDERS SUPREME 20#",263,23,0,0,0,
1722,1,"7-41204","PREMIUM WORM BLEND MIX  6/4#",270,28,0,0,0,
1723,1,"2-58350","Jose Guerrero SUPREM 17.5% 50#",38,10,15,0,0,"change to 60 from 50 12/13
prices went down"
1724,1,"2-58150","JOSE GUERRERO DELX15.5% 50#",38,10,15,45,0,"change to 50 from 40 12/13
price went down"
1725,1,"3-58310-75","LA PINATA MIX  75#",6,9,0,0,0,
1726,1,"2-58120","JOSE GUERRERO CLAS 12.5% 50#",38,8,15,0,0,
1727,1,"6-72420","WBU- NO MESS LM  20#",62,15,0,0,0,
1728,1,"3-53180-75","OCOTLAN GAMEBIRD MIX 75#",6,9,0,0,0,
1731,1,"1-58000","Lay Pellet w/Cr Corn 5#",245,14,30,35,40,
1734,1,"3-53750","SANTOS TORIBIO  50#",241,10,0,0,0,
1735,1,"3-59800-75","VSF GAMEBIRD (Cracked Corn) 75",6,8,0,0,0,
1736,1,"1-57000","NYJER SAMPLE PACK 5#",282,29,0,0,0,
1737,1,"3-98100","Pacific Coast Super Scratch 50",12,4,0,0,0,
1739,1,"3-98200","Pacific Coast Winners Scatch 5",12,4,0,0,0,
1740,1,"7-41521","BIRD BLOCK  21#",284,4,0,0,0,
1741,1,"7-41515","BIRD BLOCK  15#",285,124,10,12,15,
1742,1,"9-10850","Lentils, Green 50#",45,8,0,0,0,
1743,1,"9-10750","Lentils, Red Chief  50#",45,12,0,0,0,
1744,1,"7-44820","Rodies  Gourmet WB Food 20#",260,22,0,0,0,
1745,1,"6-71720","WBU TORRANCE NESTING 20#",62,16,0,0,0,
1746,1,"2-58130-50","Jose Guerrero 19.5 % Blend 50#",38,10,0,0,0,"change to 60 from 50 12/13
prices went down"
1747,1,"8-85105","Cuttlebone  6-8  5#",286,131,15,20,25,
1750,1,"5-49910-50","PERRY'S YOUNG BIRD FLYING 50#",12,9,0,0,0,
1751,1,"ZZZZ-46525","***PIGEON  GOLD 16% 25#",29,10,15,0,0,
1752,1,"ZZZZ-46225","***PIGEON 12%  SELECT 25#",11,10,15,0,0,
1757,1,"3-58140-50","PALENQUE MIX 50#",8,10,0,0,0,
1758,1,"3-54710-75","TONAYA'S SPECIAL SCRATCH 75#",6,8,35,45,0,"THEY ORDER 50# AND 75#
QUOTED $14.80 ON 06-21-12"
1760,1,"5-49110-50","VICTORIA'S VR5 MIX 50#",8,8,0,0,0,
1761,1,"3-51975","ATWATER GOLD 75#",6,9,20,20,35,
1762,1,"3-52875","SUPERIOR LOPEZ 75#",6,9,20,20,35,
1764,1,"5-49120-50","VICTORIA'S VR5 W/POPCORN 50#",8,8,0,0,0,
1765,1,"3-52075","EL DUQUE 75#",6,9,0,0,0,
1767,1,"3-ROUNDUP","ROUND UP'S GAMEBIRD 75#",6,9,0,0,0,
1768,1,"3-53150","CHRIS' SCRATCH 50#",16,8,0,0,0,
1769,1,"3-ACADEMY","CHRIS' SUPER MIX",6,9,0,0,0,
1770,1,"3-53920-75","EL GALLO ROJO  75",6,9,0,0,0,
1771,1,"3-53910-75","ESTRADA MIX 75#",6,9,0,0,0,
1772,1,"3-59710-50","J.S. WEST SCRATCH PLUS 50#",45,8,0,0,0,
1773,1,"3-J.S.WEST 50#","J.S. WEST PREMIUM SCRATCH 50#",45,9,0,0,0,
1774,1,"7-42225","PURINA BIRD LOVERS 25#",29,8,0,0,0,
1775,1,"6-72520","WBU WINTER BLEND 20#",62,16,0,0,0,"7/12 changed  markup 75/70
2/13 changed 70/80"
1776,1,"7-42425","Asscoiated DOVE & QUAIL 25#",25,9,0,0,0,"7/12 switch milo & Wheat #"
1777,1,"1-62125","B.D. PARAKEET  25%  25#",29,12,0,0,0,
1778,1,"1-62150","B.D. PARAKEET  25%  50#",27,11,0,0,0,
1779,1,"1-70801","NF EGG FOOD, YELLOW  6/1#",266,30,0,0,0,
1780,1,"1-70815","NF EGG FOOD, YELLOW 15#",271,30,0,0,0,
1781,1,"1-70701","NF EGG FOOD, RED FACTOR 6/1#",266,30,0,0,0,
1782,1,"1-70715","NF EGG FOOD, RED FACTOR 15#",271,30,0,0,0,
1787,1,"8-61402","MINERAL GRIT, GREY  6/2#",68,28,0,0,0,
1788,1,"3-53220-75","JACUINDES SCRATCH  75#",6,8,0,0,0,
1794,1,"5-JEDDS-14P","JEDS 14%  POPCORN",37,12,0,0,0,
1795,1,"5-JEDDS-16P","JEDS 16%  POPCORN",37,12,0,0,0,
1796,1,"5-JEDDS-12P","JEDDS 12%  POPCORN",37,12,0,0,0,
1797,1,"3-53230-75","GAVILAN GOLD 75#",6,9,0,0,0,
1798,1,"3-53000-75","BWF GAME BIRD MIX 75#",6,9,0,0,0,
1800,1,"1-97850","NUTRENA SPECIAL RODENT 50#",12,9,0,0,0,
1802,1,"3-54775-75","TONAYA FEED GOLD W/ CRACKED CORN 75#",6,9,0,0,0,
1803,1,"3-53200-75","GAVILAN WHOLE CORN 75#",6,9,0,0,0,
1806,1,"3-52500-75","G'S GAMEBIRD 75#",6,10,0,0,0,
1808,1,"3-52000-75","GREEN VALLEY GAME FARM 75#",6,9,0,0,0,
1809,1,"3-53250","THOMAS GAMEBIRD 50#",241,9,0,0,0,
1810,1,"3-58375","DIAMONTE 75#",6,9,0,0,0,
1811,1,"3-59510-75","ROCHA'S WINTER GAMEBIRD 75#",6,9,0,0,0,
1813,1,"3-58600-50","GALLO EXTREMOCONDITIONING GAME BIRD 50#",241,10,0,0,0,
1815,1,"3-55740-50","HI VIGOR GAMEBIRD CRACKED CORN 50#",241,9,0,0,0,
1816,1,"9-33230","Sunflower, SBOil 30#",294,6,0,0,0,
1817,1,"9-33235","GRANGE CO-OP SBO'S 99%  35#",295,6,0,0,0,
1818,1,"7-43620","FRONT RANGE 20#",263,12,0,0,0,
1819,1,"7-43720","SO SWEET SONG 20#",263,12,0,0,0,
1820,1,"7-43820","WESTERN PLUMAGE 20#",263,12,0,0,0,
1825,1,"3-57220-50","REYNOSO GAME BIRD MIX 50#",241,9,0,0,0,
1826,1,"7-44920","SOUTHWEST BLEND 20#",263,14,0,0,0,
1827,1,"3-56875","CHUTAS BR BLEND 75#",6,9,0,0,0,
1828,1,"3-58130-75","DIEGO GAMEBIRD MIX 75#",6,9,0,0,0,
1832,1,"3-59310-50","OASIS GAMEBIRD 50#",8,9,0,0,0,
1834,1,"3-53400-75","PEREZ GAMEBIRD 75#",6,9,0,0,0,
1838,1,"9-32120","WBU Safflower Seed 20#",62,10,0,0,0,
1841,1,"9-38920","SUNFLOWER,  WBU CHIPS  20#",62,19,0,0,0,
1843,1,"9-11725","CORN, CR. 25#",9,7,0,0,0,
1844,1,"9-11750","CORN, CR.  50#",8,6,0,0,0,
1845,1,"9-31250","RICE, Paddy  50#",8,6,10,0,0,
1846,1,"9-27025","PINENUTS   25#",29,29,0,0,0,
1849,1,"3-57920-75","CARRASCO'S MIX #2  75#",6,9,0,0,0,"QUOTED 01-29-13"
1850,1,"3-53410-75","PEREZ GAMEBIRD CRACKED CORN 75#",6,9,0,0,0,
1854,1,"5-48510-50","MOTHERLODE RPC 50#",35,8,0,0,0,
1855,1,"1-74304","Hay, Timothy Pellets 4#",270,20,0,0,0,
1857,1,"3-53820-50","SANTOS' SPECIAL 50#",241,8,0,0,0,
1859,1,"7-44100-40","BENSONS DELUXE WILDBIRD 40#",23,8,15,20,25,
1860,1,"1-74320","HAY, Timothy Pellets 20#",263,19,0,0,0,
1863,1,"3-59085-50","JOHNNY JUMPER'S HIGH PERFORMANCE 50#",241,9,0,0,0,
1867,1,"3-57990-75","FRANK & ROGERS GAMEBIRD 75#",6,9,0,0,0,
1872,1,"3-59810-75","KEITH CARGIL GAMEBIRD 75#",6,9,0,0,0,
1876,1,"3-59080-75","EL REY STAG MIX- COUNTRY JUNCTION 75#",298,7,0,0,0,
1877,1,"3-52510-50","G FEED ASIAN MIX 50#",241,8,0,0,0,
1879,1,"3-53830-75","EL REY STAG MIX-SANTOS 75#",298,7,0,0,0,
1880,1,"3-58095-75","MS GAMEBIRD 75#",6,9,0,0,0,
1881,1,"3-57110-50","LOS PRIMOS THE PLAYER 50#",8,9,0,0,0,"QUOTED 4/2/13"
1882,1,"3-57115-50","LOS PRIMOS 17.5% SUPREME 50#",8,9,0,0,0,"QUOTED 4/2/13"
1883,1,"3-57120-50","LOS PRIMOS HIGH GAMER 50#",241,9,0,0,0,"QUOTED 4/2/13"
1884,1,"3-57125-75","LOS PRIMOS GALLO ALEGRE #1 75#",6,9,0,0,0,"QUOTED 4/2/13"
1886,1,"3-57130-75","LOS PRIMOS GALLOS ALEGRE #2 75#",6,9,0,0,0,"QUOTED 4/2/13"
1887,1,"3-57135-75","LOS PRIMOS 15.5% DELUXE 75#",6,9,15,45,0,"QUOTED 4/2/13"
1889,1,"3-59410-75","EL REY STAG MIX -FEATHER HAVEN 75#",298,7,0,0,0,
1890,1,"3-59420-75","EL REY CRACKED CORN FEATHER HAVEN 75#",298,7,0,0,0,
1895,1,"3-59090-75","EL REY STAG MIX CR CORN COUNTRY JUNCTION 75#",298,7,0,0,0,
1896,1,"5-51018","NUTRENA GREEN TAG 18% (POPCORN) 50#",289,8,0,0,0,
1897,1,"3-52840-50","GRANERO ESP. 50#",241,9,0,0,0,
1899,0,"002250","WBU NO MESS PLUS 20#",62,22,0,0,0,
1905,1,"3-53710-50","MARTINEZ GAMEBIRD  75#",6,9,0,0,0,
1907,1,"3-55471-70","COLD STEEL #2",287,9,0,0,0,
1908,1,"3-55472-50","SLICE & DICE 50#",241,9,0,0,0,
1909,1,"3-52310-75","DIAMOND B #1 75#",6,9,0,0,0,
1911,1,"3-53610-50","ALY'S #1 GAMEBIRD 50#",241,9,0,0,0,
1914,1,"3-53840-75","EL REY STAG MIX CR CORN SANTOS 75#",298,7,0,0,0,
1915,1,"7-80830-20","BACKYARD DELIGHT 20#",279,6,0,0,0,
1916,1,"7-80820","WILD BIRD PROMO 20#",263,4,0,0,0,
1917,1,"3-53010-75","FRANCISCOS MIX 75#",6,9,0,0,0,
1918,1,"7-43900-20","RANCHO WILD BIRD W/SUN 20#",263,12,0,0,0,
1920,1,"3-53020-75","EL REY STAG MIX 75#-BRENTWOOD",298,7,0,0,0,
1921,1,"3-55280-75","TONAYA SUPREME NO OATS 75#",6,9,0,0,0,
1922,1,"7-44930-20","SOUTHWEST SEASONAL 20#",263,14,0,0,0,
1923,1,"3-53030-50","GALLO AZUL 50#",241,9,0,0,0,
1924,1,"7-43910-40","RANCHO WILD BIRD NO SUN 40#",23,14,20,25,30,"up ccharged 30.00 over Dealer Price 40#
5/14/13"
1926,1,"7-43900-40","RANCHO WILD BIRD W/SUN 40#",23,12,0,0,0,
1927,1,"7-43910-20","RANCHO WILD BIRD NO SUN 20#",263,14,0,0,0,
1929,1,"3-52110-75","EL REY STAG MIX 75# EL GRANO DE ORO",298,7,0,0,0,
1930,1,"9-39100","SUNFLOWER, FINE CHIPS BULK",41,4,0,0,0,
1931,1,"9-39000","SUNFLOWER, MEDIUM CHIPS TOTES",41,4,0,0,0,
1932,1,"3-52210-75","EL REY STAG MIX 75#- LEES FEED",298,7,0,0,0,
1933,1,"3-58315-75","JR'S LA PINATA 75#",6,9,0,0,0,
1934,1,"3-58320-75","EL REY STAG MIX- OD FEED 75#",298,7,0,0,0,
1935,1,"3-58330-75","MIGUEL'S SUPREMO 75#",6,9,0,0,0,
1938,1,"3-59040-75","CJ FARMS MONEY MIX 75#",300,8,0,0,0,
1939,1,"3-59045-75","CJ FARMS MONEY MIX CRACKED CORN 75#",300,8,0,0,0,
1940,1,"7-44000-40","BROCCO'S OLD BARN WILD BIRD 40#",13,8,0,0,0,
1943,1,"9-11306","CORN ON THE COB, INDIAN 5/6#",274,25,0,0,0,
1951,1,"3-52310-50","DIAMOND B #1 50#",241,9,0,0,0,
1958,1,"3-48480-75","QUAN V #2 75#",6,9,0,0,0,"9/5/13"
1960,1,"6-40920","WBU FINCH BLEND 20#",0,16,0,0,0,
1961,1,"6-72620","WBU FINCH BLEND 20#",62,16,0,0,0,
1963,1,"3-59980-75","MEAD VALLEY FEED SUPREME MIX 75#",6,10,15,25,30,
1966,1,"016000","MILLET, WHITE PROSO TOTES",41,4,0,0,0,
1967,1,"3-53280-75","PELAYO MIX #2 75#",6,9,0,0,0,
1969,1,"3-57900","COUNTRY JUNCTION BULK",41,6,0,0,0,
1971,0,"10/4/13 #1","CJ TRIAL #1",302,8,0,0,0,
1972,1,"3-59035-50","VICTORY 17 50#",302,9,0,0,0,
1973,1,"3-59030-50","VICTORY 14 50#",302,9,0,0,0,
1974,1,"3-57145-75","EL RAY STAG MIX 75#-LOS PRIMOS",6,7,0,0,0,"popcorn approved in mix"
1976,1,"3-57310-75","EL REY STAG MIX-HERNANDEZ 75#",298,7,0,0,0,
1977,1,"7-42030-20","ROBINSON'S BACKYARD BUFFET 20#",26,9,0,0,0,
1979,1,"9-WS40","WALNUT SHELL 40#",23,6,0,0,0,
1982,1,"3-59320-75","OASIS GAMEBIRD 75#",6,9,0,0,0,
1983,1,"3-59830-75","SHINING C MIX 75#",6,9,0,0,0,
1985,1,"3-57105-75","LOS PRIMOS THE PLAYER 75#",6,9,0,0,0,
1986,1,"9-18100","NYJER BULK BAG 2000#",41,4,0,0,0,
1987,1,"9-WS04","WALNUT SHELL 6/4#",270,25,0,0,0,
1988,1,"9-WS25","WALNUT SHELL 25#",9,6,0,0,0,
1989,1,"9-41805","PREMIUM SUNFLOWER BLOCK 5#",304,10,0,0,0,
1990,1,"9-41909","SQUIRREL & SUCH BLOCK 9#",303,10,0,0,0,
1992,1,"9-19175","OATS, WHOLE TRIPLE CLEAN 75#",43,4,0,0,0,
1993,1,"7-43320","Fruit & Nut Ultra WB (Whitie's)",263,2,0,0,0,
1995,1,"7-44020","WILD BIRD WINTER BLEND #20",263,16,0,0,0,
1996,1,"9-19150","OATS, WHOLE TRIPLE CLEAN 50#",8,9,0,0,0,
1997,1,"3-56475-50","ROBINSON'S SUMMER MIX 50#",241,9,0,0,0,
1998,1,"3-56100-75","EL REY STAG MIX 75#-GANADO FEED",298,7,0,0,0,
1999,1,"9-11850","CORN, KIBBLED 50#",17,6,0,0,0,
2004,0,"12/11/13 #2","GRANERY WILD BIRD 20#",263,5,0,0,0,
2006,1,"1-70605","N.F. SM SAF HOOKBILL 5/5#",252,29,0,0,0,
2007,1,"1-70105","N.F. COCKATIEL5/5#",252,29,0,0,0,
2008,1,"1-70305","N.F. PARAKEET 5/5#",252,29,0,0,0,
2009,1,"1-60305","B.D. COCKATIEL 5/5#",252,29,0,0,0,
2010,1,"1-60505","B.D. COCKATIEL PREM 5/5#",252,29,0,0,0,
2011,1,"1-62105","B.D. PARAKEET  25% 5/5#",0,0,0,0,0,
2013,1,"3-57650","EXTREME SCRATCH PLUS 50#",22,6,0,0,0,
2014,1,"3-57675","EXTREME SCRATCH PLUS 75#",7,6,0,0,0,
2017,1,"ASSOP25","ASSOCIATED PARAKEET 25#",9,12,0,0,0,
2018,1,"ASSOP50","ASSOCIATED PARAKEET 50#",4,11,0,0,0,
2019,1,"ASSOCF25","ASSOCIATED COCKATIEL FANCY 25#",9,14,0,0,0,
2020,1,"ASSOCF50","ASSOCIATED COCKATIEL FANCY 50#",4,13,0,0,0,
2021,1,"ASSOFF25","ASSOCIATED FINCH FANCY 25#",9,15,0,0,0,
2022,1,"ASSOFF50","ASSOCIATED FINCH FANCY 50#",4,14,0,0,0,
2023,1,"ASSOPMS25","ASSOCIATED PARROT MIX 25#",11,14,0,0,0,
2024,1,"ASSOPMS50","ASSOCIATED PARROT MIX 50#",4,11,0,0,0,
2025,1,"1-63404","RABBIT PELET W TIMOTHY",270,20,0,0,0,
2026,1,"PUR220","PURINA COCKATIEL FANCY 20#",279,14,0,0,0,
2027,1,"PUR240","PURINA COCKATIEL FANCY 40#",23,13,0,0,0,
2028,1,"PUR250","PURINA COCKATIEL FANCY 50#",22,13,0,0,0,
2029,1,"PUR625","PURINA PARROT MIX (SUNFLOWER) 25#",9,14,0,0,0,
2030,1,"PUR850","PURINA PARAKEET 50#",8,11,0,0,0,
2031,1,"PUR820","PURINA PARAKEET 20#",26,13,0,0,0,
2032,1,"PUR840","PURINA PARAKEET 40#",23,12,0,0,0,
2034,1,"2-4462140","FEATHER HAVEN PARAKEET 25% 40#",46,11,0,0,0,
2035,1,"2-4462120","FEATHER HAVEN PARAKEET 25% 20#",48,12,0,0,0,
2036,1,"1-97120","NUTRENA COCKATIEL SM HOOK 20#",291,14,0,0,0,
2040,1,"3-59600","Sanford 60/40 Mix (bulk)",296,135,0,0,0,
2041,1,"7-41050-20","FARM SUPPLY WILD BIRD 20#",263,10,0,0,0,
2042,1,"5-47750","MIKE'S PIGEON QUOTE 50#",4,10,0,0,0,
2046,1,"9-11320","CORN ON THE COB-INDIAN 20#",276,22,0,0,0,
2047,1,"012714-1","CIPPIE'S NEW QUOTE 75#",302,10,0,0,0,
2048,1,"012714-2","JS WEST SCRATCH DE ORO 75#",43,3,0,0,0,
2049,1,"012714-3","JS WEST SCRATCH 50#",45,3,0,0,0,
2052,1,"012814-1","CUSTOM SUPER SCRATCH 75#",5,6,0,0,0,
2053,1,"012814-2","GIOVANNI'S MIX 75# QUOTE",5,9,0,0,0,
2054,1,"5-49130-50","VICTORIA'S VR15 50#",4,9,0,0,0,
2055,1,"013014-1","LA BARATA 75#",7,9,0,0,0,
2056,1,"020314-1","11% PENNY NEWMAN EXPERIMENT 75#",300,9,0,0,0,
2057,1,"7-43550","WILBUR-ELLIS WILDBIRD 50#",8,10,0,0,0,
2059,1,"8-90170","Mineral Blocks Large (48-case)",305,22,0,0,0,
2060,1,"020614-1","MEALWORMS 2000#",41,29,0,0,0,
2061,1,"1-67950","BETO'S CANARY MIX 50#",8,10,0,0,0,
2063,1,"021414-1","BACKYARD VALUE 50#",10,5,0,0,0,
2064,1,"9-31515","FARM SUPPLY SBO 15#",271,126,0,0,0,
2065,1,"021814-1","LEMOS WILD BIRD 20#",263,5,0,0,0,
2066,1,"021814-2","CHEAP WILDBIRD 50#",8,5,0,0,0,
2067,1,"022114-1","LEMOS WILD BIRD W/ KAFFIR CORN 20#",263,5,0,0,0,
2069,1,"7-44420","WB WHITE DELUXE PLUS 20#",263,16,0,0,0,
2070,1,"9-31320","FARM SUPPLY NYJER 20#",263,21,0,0,0,
2071,1,"030414-1","WILD BIRD TEST 20#",263,5,0,0,0,
2072,1,"030614-1","PHOENIX PIGEON MIX 50#",8,10,0,0,0,
